mod,protein1,protein2,interaction,interaction_pair
GVQSRSVZRZSDFB-UHFFFAOYSA-N,Q96GG9,A0A024R4T4,0,DCN1_UBE2M
DIFKWHRMEGFLSD-DBEUHZBBSA-N,A0A2R8Y804,P17544,1,Catenin beta-1_Transcription factor 7
JTARFZSNUAGHRB-UHFFFAOYSA-N,Q01196,A0A494C0A9,1,Runt-related transcription factor 1_Core-binding factor subunit beta
YDVVBBHUXDNIKT-UHFFFAOYSA-N,A6MUU8,AF-P04233-F1-model_v4,1,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
VOFJNTYGTJWUNG-UHFFFAOYSA-N,P27540,C9J9N2,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
WBFBQHWUSFCJST-UHFFFAOYSA-N,P62166,E9PSI0,0,NCS-1_Ric8a
HDRXZJPWHTXQRI-BHDTVMLSSA-N,E5RH72,Q13951,0,Runt-related transcription factor 1_Core-binding factor subunit beta
PGGBXYXHLCOLCP-UXBLZVDNSA-N,P07355,P60903,0,Annexin A2_S100-A10
VKWPMMIKZVOWQM-UHFFFAOYSA-N,Q96GG9,A0A024R4T4,0,DCN1_UBE2M
ZISVVFAZFZVTIA-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,ZIPA_FTSZ
DSHYKWSHOCCDGA-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
IXLOAKYSBRSRLJ-CABCVRRESA-N,Q13969,Q5NUL3,1,CD4_gp120
URTRMMHOVZQXRF-UHFFFAOYSA-N,A4D2P0,A0A1B0GW57,1,RAC1_TIAM1
IOUZAKOZNDIRHM-IAGOWNOFSA-N,P78545,Q9ULK4,0,ELF3_MED23
DOJSRSYBMNHTER-QORCZRPOSA-N,P98170,Q9NR28,1,XIAP_SMAC
GNXALCONKDLDDC-UHFFFAOYSA-N,O14786,P15692,0,Neuropilin-1_VEGF-A
IGJJHNDTIIFWAL-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
QRVYTBLYTRAQEA-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
KZNIFHPLKGYRTM-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
RZFVLEJOHSLEFR-UHFFFAOYSA-N,M0R0H4,Q8NB78,1,Bromodomain_Histone
WMKGGPCROCCUDY-PHEQNACWSA-N,A0A0S2Z5D6,Q00G26,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
DQFBYFPFKXHELB-VAWYXSNFSA-N,O60240,C9J1D1,1,Perilipin-1_ABHD5
MJVAVZPDRWSRRC-UHFFFAOYSA-N,Q8WTS1,Q00G26,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
BKUMVXIXUVYKDQ-GHXNOFRVSA-N,Q7Z5Y5,Q9HBJ4,0,MENIN_MLL
CPXHNWKHOFNPDO-UHFFFAOYSA-N,E9PNR2,Q05655,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
BBVKWFPUAZBKNG-SFTDATJTSA-N,S4R334,O15151,0,p53_MDMX
CLBLWDSQANNIBO-DHZHZOJOSA-N,A0A2U3TZT9,K7EIX1,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
QFTYONXEHAAWFH-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,A0A0G2JMD7,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
FFLUTDAYPJOGIF-UHFFFAOYSA-N,Q16665,Q09472,0,HIF-1a_p300
CNYMBHPFLJWLJW-BUHFOSPRSA-N,B5A232,Q96LD9,1,CREBBP_H4
JCKBNTULKLTRHY-SOFGYWHQSA-N,AF-Q9NVM2-F1-model_v4,Q5TEC6,1,PB1-5_H3
LOGJQOUIVKBFGH-YBEGLDIGSA-N,P63096,E9PBG5,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
WGRRDXSDJKETPP-UHFFFAOYSA-N,A6NMY6,P60903,0,Annexin A2_S100-A10
ZYFUGIKJSBBBQC-NHCUHLMSSA-N,Q5SR36,Q9ULK4,0,ELF3_MED23
BBVKWFPUAZBKNG-SFTDATJTSA-N,P04637,O15151,0,p53_MDMX
CBTICXFNIGNHEP-UHFFFAOYSA-N,A0A087WTR9,P04637,1,MDM4_P53
IGRPXAZQJGUXPW-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
HMOMQPHKMPWUKJ-OAQYLSRUSA-N,V9GZ59,AF-A0A0S2Z448-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
GRIAZRCYPXFJJF-UHFFFAOYSA-N,Q5VV67,C9J330,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
FSXGYVHBBBJVIA-UHFFFAOYSA-N,Q9UNS8,P17948,1,VEGF_VEGFR
XJFMPFAQHZZJPX-UHFFFAOYSA-N,K7EJ49,Q16236,1,KEAP1_NRF2
IQPNAANSBPBGFQ-UHFFFAOYSA-N,AF-Q9NVM2-F1-model_v4,Q6NXT2,1,PB1-5_H3
QGNRETMYLHRUBB-KHPPLWFESA-N,C9JHP3,A0N7C7,0,BCoR_BCL6
TYNCKJHZTHKMLM-BKUYFWCQSA-N,K7EJ49,Q16236,0,KEAP1_NRF2
RHOOHUMOHVIXEF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
AUZONCFQVSMFAP-UHFFFAOYSA-N,A0A0S2Z5D6,Q00G26,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
YKUGUWMZBHIDFR-LJQANCHMSA-N,V9GZ59,AF-A0A0S2Z449-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
OBXNRTWLQUOURS-BQYQJAHWSA-N,O14980,Q9UBZ9,0,CRM1_Rev
AARUNXNNAZIAQK-UHFFFAOYSA-N,Q14901,Q8IYC6,1,MYC_MAX
RHOOHUMOHVIXEF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
DIFKWHRMEGFLSD-DBEUHZBBSA-N,B4DSW9,P36402,1,Catenin beta-1_Transcription factor 7
BGKOVWIBDZMJPN-UHFFFAOYSA-N,O14980,Q9UBZ9,0,CRM1_Rev
HWKIYEAXHWCEFZ-INIZCTEOSA-N,P20701,A0A1C9J7T1,1,LFA_ICAM
HFRDTVPDZVGHGW-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,A0A0G2JMD7,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
RHOOHUMOHVIXEF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
PKUYDBKKSMGBJL-UHFFFAOYSA-N,M4PPE1,Q14397,1,Glucokinase_Glucokinase regulatory protein
JVRFSWXFNVLIFF-UHFFFAOYSA-N,X5D945,C9K0N6,1,HRAS_SOS1
IOKBQCVIYBMSDO-UHFFFAOYSA-N,Q0VDC5,Q1JUQ3,0,FKBP1A_FK506
FNOAOFIHRVSHJT-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
VXRNQBIFXQDZHX-UHFFFAOYSA-N,Q96GG9,M0QX69,1,DCN1_UBE2M
DIFKWHRMEGFLSD-DBEUHZBBSA-N,B4DL06,Q8N100,1,Catenin beta-1_Transcription factor 7
BVWHOZYQECWMFG-UHFFFAOYSA-N,O14786,Q9UNS8,1,NRP_VEGF
GCCSRVBRMNLGCT-UHFFFAOYSA-N,A1A564,A0N7C6,1,BCoR_BCL6
DIFKWHRMEGFLSD-DBEUHZBBSA-N,P35222,Q9HCS4,1,Catenin beta-1_Transcription factor 7
IOUZAKOZNDIRHM-IAGOWNOFSA-N,P78545,Q9ULK4,1,ELF3_MED23
ZORZDWGIDVIMAU-UHFFFAOYSA-N,O14786,P15692,0,Neuropilin-1_VEGF-A
HYXMPCIQSWHPTK-UHFFFAOYSA-N,A0N0P2,P10747,1,CD80_CD28
GOYKPTVODBAOPR-UHFFFAOYSA-N,P27540,B3KW07,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
QYYJWWZJGZQJQV-UHFFFAOYSA-N,W0UV93,A0A1B0GW57,1,RAC1_TIAM1
ACGKUXIWVPCLSR-UHFFFAOYSA-N,Q9UL45,Q86U86,0,PA_PB1
QZCBPRZSHPNMPY-UHFFFAOYSA-N,Q9NZG9,A0A2S1WCJ3,1,Rad51_BRCA2
LHTJCEJXRYTIIW-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
DGYJHACBCFLLBR-VSOYFRJCSA-N,AF-Q9NVM2-F1-model_v4,Q6NXT2,1,PB1-5_H3
HQWJZINUJMPQHB-UHFFFAOYSA-N,P14174,AF-E7EQJ3-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
ALVVXSSFOOYRDP-UHFFFAOYSA-N,P62166,E9PSI0,0,NCS-1_Ric8a
VJDYKBMYNVLSKK-UHFFFAOYSA-N,A0A3G1LBH1,Q8NIA3,1,KRAS_SOS1
YKUGUWMZBHIDFR-LJQANCHMSA-N,P61964,AF-A0A0S2Z449-F1-model_v4,0,WDR5_Mixed-lineage leukemia 1 (MLL1)
BODQOOUNYXVFCW-PJODQICGSA-N,B1AKU2,Q9NR28,0,XIAP_SMAC
RHJOYYPAYHHSMS-UHFFFAOYSA-N,O14980,Q9UBZ9,1,CRM1_Rev
PHINNLAJTUGZSZ-HXUWFJFHSA-N,V9GZ59,AF-A0A0S2Z449-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
PPILNZIIFRDGQQ-UHFFFAOYSA-N,F5GYA9,Q5NUL3,1,CD4_gp120
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KBG0,E1B4T0,1,PCSK9_LDLR
DDPLPWIJXPSARG-UHFFFAOYSA-N,B4E3L5,Q99814,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
DRGCWMGLVXZPIZ-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,A0A0D9SFA9,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
TZCXQSNBTXDAJG-JOCHJYFZSA-N,P20701,E7ESS4,1,LFA_ICAM
YQGBAIVVBRFNEX-UHFFFAOYSA-M,AF-A0A024R8I1-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
UXGUZFZBZPPZGL-UHFFFAOYSA-N,F5H8A6,P01374,1,TNFR1A_TNFB
WZMCNMSXIKEYTO-UHFFFAOYSA-N,Q86YN6,Q15788,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q5SR36,Q9ULK4,0,ELF3_MED23
HYLFRICFKVJJOZ-UHFFFAOYSA-N,Q92793,Q96LD9,1,CREBBP_H4
MTEXZSBIZOFGHW-JOCHJYFZSA-N,P20701,A0A1C9J7T1,1,LFA_ICAM
RIYOWUZQAXSMBW-AWEZNQCLSA-N,G8HXG1,O75475,1,INTEGRASE_LEDGF
HNFIJWNVPWXSOL-UHFFFAOYSA-N,E9PFV2,AF-E5RFN9-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
XIVLZMACKMSZRH-HNNXBMFYSA-N,P20701,K7EKL8,1,LFA_ICAM
BBVKWFPUAZBKNG-SFTDATJTSA-N,K7PPA8,O15151,0,p53_MDMX
WQSHHAVECQJKLX-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
DRGCWMGLVXZPIZ-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,A0A0G2JMD7,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
VPWYYBNJVIFKDC-UHFFFAOYSA-N,Q5T179,D6RAG5,1,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
RJGQQGVNTBBTEK-IHMFKRJZSA-N,Q0VDC6,Q5W0X3,1,FKBP1A_FK506
UXGUZFZBZPPZGL-UHFFFAOYSA-N,J9PH39,P01374,1,TNFR1A_TNFB
ZKBQDFAWXLTYKS-UHFFFAOYSA-N,Q53TG3,Q96LD9,1,BAZ2B_H4
XGGOZVAZONWKNW-JKFKMHIGSA-N,Q6NZ91,A2N4P8,1,IL2_IL2R
HDCUYVWVMGOCTK-UHFFFAOYSA-N,O14980,Q9UBZ9,0,CRM1_Rev
OERBTZBYLXYWQC-SQJMNOBHSA-N,P20701,P05362,1,LFA_ICAM
GMDRWNJYSVNFBO-HNNXBMFYSA-N,P20701,E7ESS4,1,LFA_ICAM
BVWHOZYQECWMFG-UHFFFAOYSA-N,P55209,Q9UNS8,1,NRP_VEGF
VLNZGUJFOJIUFV-UHFFFAOYSA-N,K7EJD8,Q16236,0,KEAP1_NRF2
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q5VV67,Q15788,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
CXKWCBBOMKCUKX-UHFFFAOYSA-M,P37231,AF-E7EWM1-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
ZZEULHDTBKKLTM-MSOLQXFVSA-N,Q13969,Q5NUL3,1,CD4_gp120
XBYPJWBKHWLEOE-UHFFFAOYSA-N,A6MUU8,AF-E7EQJ3-F1-model_v4,1,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
ZOROTGIUNHRAMJ-UHFFFAOYSA-N,P61024,A0A7P0S4R7,1,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
WBFBQHWUSFCJST-UHFFFAOYSA-N,P62166,Q9NPQ8,0,NCS-1_Ric8a
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KBG0,Q9UH51,1,PCSK9_LDLR
IQPNAANSBPBGFQ-UHFFFAOYSA-N,AF-Q9NVM2-F1-model_v4,P0DPK2,1,PB1-5_H3
NLKDPOSFRMMDOO-UHFFFAOYSA-N,P04637,I6TZT4,1,P53_HDM2
LICJTIDRHJECTD-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
WBFBQHWUSFCJST-UHFFFAOYSA-N,P62166,E9PSI0,0,NCS-1_Ric8a
BPPUBTDIFQTARU-RIYZIHGNSA-N,A8MRB1,H2EHT1,1,S100B_p53
CXKWCBBOMKCUKX-UHFFFAOYSA-M,E9PFV2,AF-E7EWM1-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
HSYRXLRFNVFJBS-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
NMICSFNNFDNGEL-ILBGXUMGSA-N,A0A2R8Y5A3,B7WNT5,1,Beta-catenin_TCF
BXIXXXYDDJVHDL-UHFFFAOYSA-N,E5RH72,A8K719,0,Runt-related transcription factor 1_Core-binding factor subunit beta
WZMCNMSXIKEYTO-UHFFFAOYSA-N,E9PFV2,AF-A0A0B6XJZ8-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
YTFPNQZFSVSZGW-UHFFFAOYSA-N,M0R0H4,O14929,1,Bromodomain_Histone
ADZOWOQZYZMJKT-UHFFFAOYSA-N,O14786,P15692,1,Neuropilin-1_VEGF-A
GYQWKTIZRYVFEM-UHFFFAOYSA-N,P62166,E9PLE5,1,NCS-1_Ric8a
ZVGILWCDHIXNKZ-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
OFPXSFXSNFPTHF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,ZIPA_FTSZ
DFGNDJBYANKHIO-UHFFFAOYSA-N,B7Z752,H3BSK1,0,Importin subunit beta-1_Snurportin-1
IGMYYDZDXOEORM-UHFFFAOYSA-N,E7EX60,P15692,0,Neuropilin-1_VEGF-A
CXKWCBBOMKCUKX-UHFFFAOYSA-M,P37231,B4DYT5,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
AHWAKNWAECVAHU-UHFFFAOYSA-N,L8EAN3,Q96LD9,1,BAZ2B_H4
WDRPFBCKFKRBOX-UHFFFAOYSA-N,P62942,P62942,1,FKBP1A_FK506
OCOGLIXGSRGDAK-SFHVURJKSA-N,P01730,Q5NUL3,1,CD4_gp120
PXOBWRSOEJFIBJ-UHFFFAOYSA-N,M4PPE1,Q14397,1,Glucokinase_Glucokinase regulatory protein
BAMXBFLPNULUET-UHFFFAOYSA-N,Q14901,Q8IYC6,1,MYC_MAX
DJFDYAHDZXILCI-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
KFAKXGZEDNIJHF-UHFFFAOYSA-N,A0A5F9ZGX7,A0N7C6,0,BCoR_BCL6
SUNSLACFIOGRFF-VWLOTQADSA-N,Q8NBP7,Q9UH51,1,PCSK9_LDLR
CXKWCBBOMKCUKX-UHFFFAOYSA-M,P37231,B4DL21,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
FJAWIBGKKKXXAL-LLVKDONJSA-N,Q71V48,A2N4P8,1,IL2_IL2R
UJPPHCHENQPEGX-UHFFFAOYSA-N,Q9UL45,Q86U86,0,PA_PB1
PCPDTXUXSMNJPX-YXBKOPBNSA-N,E7EX60,P15692,1,Neuropilin-1_VEGF-A
LOGJQOUIVKBFGH-YBEGLDIGSA-N,P63096,O14924,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
VJDYKBMYNVLSKK-UHFFFAOYSA-N,L7RSL8,Q07889,1,KRAS_SOS1
OZXTYFPVKCOLRF-UHFFFAOYSA-N,V9H0F2,O75475,1,INTEGRASE_LEDGF
HZSGAYAXILDRBE-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
DRGCWMGLVXZPIZ-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
FRWCXXLFEUORIB-UHFFFAOYSA-N,A0N0P2,P10747,1,CD80_CD28
XYJBPEOHRBYXJR-XMMPIXPASA-N,Q13169,A2N4P8,0,IL2_IL2R
WAQHVLNKHJYPKB-JTQLQIEISA-N,Q53TG3,Q96LD9,1,BAZ2B_H4
BVWHOZYQECWMFG-UHFFFAOYSA-N,P55209,P15692,1,NRP_VEGF
RCOJVDOCGJOAAU-UHFFFAOYSA-N,M0R0H4,Q9NWY4,1,Bromodomain_Histone
PGGBXYXHLCOLCP-UXBLZVDNSA-N,P07355,Q6FGE5,0,Annexin A2_S100-A10
VALDLJHSDBHIOB-UHFFFAOYSA-N,A0A2R8YCH5,P36402,1,Beta-catenin_TCF
FKYANCWJUDZVNQ-UONOGXRCSA-N,V9H0F2,O75475,1,INTEGRASE_LEDGF
DRGCWMGLVXZPIZ-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
IOUZAKOZNDIRHM-IAGOWNOFSA-N,P78545,B9TX59,1,ELF3_MED23
HYIMSNHJOBLJNT-UHFFFAOYSA-N,H0YM16,A0A2U3TZT9,1,Perilipin-1_ABHD5
WEAXQUBYRSEBJD-UHFFFAOYSA-N,Q9NZG9,A0A248X3Z6,0,Rad51_BRCA2
WZLWEWPBYALHJR-UHFFFAOYSA-N,A6NMY6,Q6FGE5,1,Annexin A2_S100-A10
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9GZT4,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
OZRWDIUZWSTUSM-UHFFFAOYSA-N,A8MYV6,Q09472,0,HIF-1a_p300
BDKYRTDORDPHPL-UHFFFAOYSA-N,Q0VDC5,Q5W0X3,0,FKBP1A_FK506
DIFKWHRMEGFLSD-DBEUHZBBSA-N,B4DL06,P17544,1,Catenin beta-1_Transcription factor 7
AARUNXNNAZIAQK-UHFFFAOYSA-N,B3CJ63,Q6V3B1,1,MYC_MAX
FHZALEJIENDROK-UHFFFAOYSA-N,Q53TG3,Q96LD9,1,BAZ2B_H4
ICKFFNBDFNZJSX-UHFFFAOYSA-N,Q05397,B5A927,1,FAK_VEGFR3
XYJWVMMIIYDEBE-SJORKVTESA-N,P20701,K7EKL8,1,LFA_ICAM
CKZLOCWIPRREGR-UHFFFAOYSA-N,P43694,A1ECB1,1,GATA4_NKX2-5
ABXZOXDTHTTZJW-GFCCVEGCSA-N,E9PNR2,B4DH91,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
FWYSONBGTXIDGZ-UHFFFAOYSA-N,O43521,Q16611,0,"BCL-like_BAX,BAK"
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q86YN6,B4DYT5,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
DHDVVMIYKAPBOC-UHFFFAOYSA-N,B7Z5M1,H3BQR0,1,Importin subunit beta-1_Snurportin-1
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q86YN6,B4DYT5,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
XEQHHCPXXLCBHN-UHFFFAOYSA-N,P07355,Q6FGE5,0,Annexin A2_S100-A10
QOBLMSXUHNMBDB-UHFFFAOYSA-N,B7Z752,H3BSK1,0,Importin subunit beta-1_Snurportin-1
ATVQILBXEHQCST-PMACEKPBSA-N,P04637,I6SST5,1,P53_HDM2
ALXMSKACQCRMOE-UHFFFAOYSA-N,G8HXG1,O75475,1,INTEGRASE_LEDGF
OUTBUVLNDIYGFF-SJORKVTESA-N,P04637,I6SST9,1,P53_HDM2
OOEPBBNIHDXZKX-LLVKDONJSA-N,O14980,Q9UBZ9,0,CRM1_Rev
ABXZOXDTHTTZJW-GFCCVEGCSA-N,A0A0S2Z4U0,Q59F19,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
ACGKUXIWVPCLSR-UHFFFAOYSA-N,Q9UL45,Q5EBM5,0,PA_PB1
ZVGILWCDHIXNKZ-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
PMBQJHSGBORKGP-CTZQYXLCSA-N,B1AKU2,Q9NR28,0,XIAP_SMAC
LICJTIDRHJECTD-SFHVURJKSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
XOWBHNIRCZERRH-UHFFFAOYSA-N,M4PS83,Q14397,1,Glucokinase_Glucokinase regulatory protein
ICKFFNBDFNZJSX-UHFFFAOYSA-N,A0A059VC25,B5A928,1,FAK_VEGFR3
MIGJEXKBUJPKJF-UHFFFAOYSA-N,Q92793,Q96LD9,1,CREBBP_H4
YIKPSGIZJLFMAW-UHFFFAOYSA-N,A0A087WZ09,A1ECB1,1,GATA4_NKX2-5
ZFERZAMPQIXCPM-QHCPKHFHSA-N,G8HXG1,O75475,1,INTEGRASE_LEDGF
NCUGRABFFNHPIF-UHFFFAOYSA-N,C9JHP3,C9JL16,0,BCoR_BCL6
GZRHUKXTLLQXOS-VXKWHMMOSA-N,P60568,A2N4P8,0,IL2_IL2R
MJVAVZPDRWSRRC-UHFFFAOYSA-N,O60240,Q8WTS1,1,Perilipin-1_ABHD5
ZKEAJFPUDNSYIF-GFCCVEGCSA-O,B1AKU2,Q9NR28,1,XIAP_SMAC
APGPTBKZSKTTAZ-XYYYAOKXSA-N,E7EX60,P15692,1,Neuropilin-1_VEGF-A
WMKGGPCROCCUDY-PHEQNACWSA-N,H0YM16,Q8WTS1,1,Perilipin-1_ABHD5
MJVAVZPDRWSRRC-UHFFFAOYSA-N,A0A0S2Z5D6,K7EIX1,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
BJNWHSZSRCJLNX-IQCCBIBNSA-N,Q07820,O43521,1,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
YAJNIUXPYCFLBK-SBWRPUSSSA-N,B1AKU2,Q9NR28,1,XIAP_SMAC
OICNNGQJJXUBER-DEOSSOPVSA-N,P04637,I6TVS5,1,P53_HDM2
CZFQGFWDWGRJMB-UHFFFAOYSA-N,Q16665,Q09472,1,HIF-1a_p300
FRDKLOFMCDNNKK-UHFFFAOYSA-N,A4D2P2,C9JMB5,1,RAC1_TIAM1
CKBWTRSIUARPEC-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
CDMWMGBMHRDILL-FIRPJDEBSA-N,P98170,Q9NR28,1,XIAP_SMAC
NBSJNXSEVPNASI-UHFFFAOYSA-N,P04637,I6SST9,1,P53_HDM2
UXGUZFZBZPPZGL-UHFFFAOYSA-N,F5H8A6,P01374,1,TNFR1A_TNFB
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q5SR36,B9TX60,0,ELF3_MED23
ZMECOPHBTSLPQS-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
VRFSANDEBPEANJ-UHFFFAOYSA-N,P62942,Q5W0X3,1,FKBP1A_FK506
QZCBPRZSHPNMPY-UHFFFAOYSA-N,E9PJ30,A0A248X3Z1,1,Rad51_BRCA2
LVBAGZIAQBWUJP-UHFFFAOYSA-N,O60885,Q9H9B1,1,Bromodomain_Histone
XVLQZWSQEMKEIL-YBEGLDIGSA-N,K7EJD8,Q16236,0,KEAP1_NRF2
FRGJEKCSHYOZQT-UHFFFAOYSA-N,A0A4Y5UGE4,Q5NUL3,1,CD4_gp120
HSYRXLRFNVFJBS-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
YLCGDHFJQQKIBG-UHFFFAOYSA-N,A6MUU8,AF-E7EQJ3-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
CMPOCJSCHUNRAE-UHFFFAOYSA-N,B7Z752,H3BSK1,0,Importin subunit beta-1_Snurportin-1
HZSGAYAXILDRBE-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
CBTICXFNIGNHEP-UHFFFAOYSA-N,A0A087WZ58,P04637,1,MDM4_P53
APUHVUOFPOQKOO-UHFFFAOYSA-N,Q0VDC6,Q1JUQ3,1,FKBP1A_FK506
ICKFFNBDFNZJSX-UHFFFAOYSA-N,A0A059VC25,B5A927,1,FAK_VEGFR3
MGXPOFVTTBGHSC-UHFFFAOYSA-N,P63000,C9JMB5,1,RAC1_TIAM1
HSYRXLRFNVFJBS-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
SDZSAHMPZYUGFD-UHFFFAOYSA-N,A6NMY6,P60903,0,Annexin A2_S100-A10
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q5SR36,B9TX59,0,ELF3_MED23
